rating,num_reviews,name,tags,directions,ingredients
,,Citron Dragon,"Cointreau,garnish,lemon,Liqueurs,Midori,soda,Triple Sec,Vodka",Combine the vodka & liqueurs in a shaker with ice. Mix well and strain into a cocktail glass. Add a splash of soda. Garnish with a lemon twist.,"[(u'1 \xbd', u'Absolut Citron vodka', 'oz'), (u'\xbd', u'cointreau or triple sec', 'oz'), (u'1', u'Midori or melon liqueur', 'oz'), (None, u'Splash of soda', None)]"
,,Citrus Winter Warmer,"agave nectar,christmas,cinnamon stick,cloves,Holiday Drinks,Holidays,hot cocktails,Hot Drinks,hot water,nutmeg,Skyy Infusions Citrus,winter cocktails,winter drinks","Combine all ingredients into a large mug, topping the liquid with hot water last.  Stir, grate nutmeg over top and let steep for a couple minutes before serving.","[(u'1 \xbd', u'Skyy Infusions citrus vodka', 'oz'), (u'\xbd', u'agave nectar', 'oz'), (u'4', u'hot water', 'oz'), (None, u'3 cloves\n', None), (None, u'1 cinnamon stick\n', None), (None, u'1 pat unsalted butter (just under a tablespoon)\n', None), (None, u'Grated nutmeg', None)]"
,,Citrico Snowflake,"christmas,Cuervo,holiday cocktails,Holiday Drinks,sour mix,Tequila",Add all to shaker. Shake and strain into a shot glass. Add lemon wedge and sugar on rim,"[(u'1 \xbd', u'Cuervo Citrico', 'oz'), (None, u'Splash of sour mix', None)]"
,,Cinnamon Sparkler,"fruit juice,ice,Kahlua,lemon juice,Liqueurs,nutmeg,Sparkling Apple Cider",,
,,Cinnful Valentine,"cinnamon liqueur,cranberry juice,ginger ale,Hiram Walker,Valentine's Day Cocktails",Build in a collins glass over ice. Garnish with skewered cranberries and ginger slices.,"[(u'1', u'Hiram Walker Original Cinn cinnamon liqueur', 'part'), (u'1', u'cranberry juice', 'part'), (u'2', u'ginger ale', 'parts')]"
,,Cinful,"apple cider,apple schnapps,Appleton Rum,cinnamon vodka,holiday cocktails,Holiday Drinks,Holidays,Holidays & Themes,Hot Drinks",Shake together all ingredients and strain into a Martini glass. Add one scrape of fresh nutmeg and one dried apple chip garnish.,"[(None, u'1 Oz. Cinnamon Infused Vodka\n', None), (None, u'1 Oz. Appleton 12 Year Old Rum\n', None), (None, u'.5 Oz. Schoenauer (Brown) Apple Schnapps\n', None), (None, u'1.5 Oz. Apple Cider\n', None)]"
,,Cielo Rosso,"basil,Campari,flavored vodka,grapefruit,lemon,recipe,Skyy Infusions Citrus,Spring Drinks,Vodka","Shake ingredients with ice, and strain into a cocktail glass. Garnish with a lemon twist and a fresh basil leaf.","[(u'1', u'Campari', 'ounce'), (u'2', u'Skyy Infusions Citrus', 'ounces'), (u'2', u'fresh ruby red grapefruit juice', 'ounces'), (u'1', u'fresh lemon juice', 'ounce'), (u'1', u'simple syrup', 'ounce'), (None, u'Fresh Basil', None)]"
,,Cinco de Mayo,"Cinco de Mayo cocktails,Tequila",Combine with ice in a shaker and mix well. Strain into a chilled cocktail glass. Garnish with a wedge of lime.,"[(u'2 \xbd', u'tequila', 'oz'), (u'1', u'grenadine', 'oz'), (u'1', u""Rose's lime juice"", 'oz')]"
,,Cinco Punch,"aperol,Cinco de Mayo cocktails,El Jimador Tequila,grapefruit,grapefruit juice,honey syrup,lime,pomegranate seed,punch,raspberry,Tequila","1.       The best sort of ice for punches is lump or block ice, one of the best ways of creating block ice is to fill a large Tupperware with water, and freeze overnight. Block ice reduces the dilution and keeps a punch much colder longer.,
2.       Locate the punch bowl where you intend to serve from then add ingredients as it will be heavy to move,
3.       Place ice carefully into the punch bowl,
4.       Add all liquid ingredients and stir gently but thoroughly,
5.       Garnish with raspberries, pomegranate seeds, lime discs,  pink grapefruit discs","[(None, u'1 Bottle El Jimador Blanco\n', None), (u'1 Bottle Prosecco4', u'Aperol (if you can\u2019t find Aperol, Campari is a good substitute)', 'oz'), (None, u'1.5 Liters Pink Grapefruit Juice\n', None), (None, u'750ml Honey Syrup\n', None), (None, u'Garnish: Pomegranate seeds, raspberries, lime and grapefruit discs', None)]"
,,Ciderhouse Sangria,"apple cider,fall cocktails,holiday cocktails,holiday punch,Maple Syrup,Port,punch,Sandeman,Whiskey,wine",,
,,Christmas Cosmopolitan,"blended drinks,Christmas cocktails,Cointreau,cosmo,cosmopolitan,cranberry,frozen drinks,holiday cocktails,Holiday Drinks,Holidays,sorbet,Vodka","With a shot glass, scoop out 2 ounces worth of cranberry sorbet and place in a cocktail shaker. Add vodka, Cointreau, and lime juice. With a knife or muddler, swish the sorbet in the liquids until it loosens. Shut the cocktail shaker and shake thoroughly. (Alternately, you can use a blender for this.) Pour into a glass and garnish with sugared cranberries or a lime wedge.","[(u'2', u'cranberry sorbet', 'oz'), (u'\xbd-1', u'vodka', 'oz'), (u'\xbd', u'Cointreau', 'oz'), (u'\xbc', u'freshly-squeezed lime juice', 'oz')]"
,,Churro Margarita,"Cabo Wabo,churro,Cinco de Mayo cocktails,cinnamon,cocktail history,dessert cocktails,Holidays & Themes,Irish cream,Licor 43,margarita,margaritas,National Margarita Day,Summer Coolers,Tequila,THIS WEEK'S DRINK,Tuaca",Rim a rocks glass with the cinnamon sugar mixture. Shake up liquid ingredients with ice. Strain cocktail over fresh ice into a rocks glass.,"[(u'2', u'Cabo Wabo a\xf1ejo tequila', 'oz'), (u'1', u'Licor 43', 'oz'), (u'1', u'Carolans Irish Cream', 'oz'), (u'\xbc', u'Tuaca', 'oz'), (None, u'Mix of cinnamon and sugar for the rim', None)]"
,,Chriser Rose,"Apple,sparkling apple juice,Tequila",Pour tequila into a tall glass filled with ice. Top with the Martinelli’s.,"[(u'2', u'tequila', 'oz'), (None, u""Martinelli's sparkling apple juice"", None)]"
,,Christmas Coco,"holiday cocktails,Holiday Drinks,Holidays,Holidays & Themes,Hot chocolate,liqueur,Peppermint Schnapps,whipped cream","Combine hot chocolate and Schnapps in a coffee mug, top with whipped cream.","[(u'2', u'Peppermint Schnapps', 'oz'), (u'8', u'Hot Chocolate', 'oz'), (None, u'Whipped Cream Topping\n', None)]"
,,Chocolate Velvet,"beer,beer cocktail,champagne cocktails,chocolate,chocolate stout,christmas,Holiday Drinks,New Year's Eve Cocktails,prosecco,recipe,Rogue Ales,sparkling,stout,THIS WEEK'S DRINK,Wells & Young's Brewing","Rim a chilled champagne flute with chocolate by pouring some ground chocolate onto a small plate and rolling the outer top edge of it in the chocolate. Tilt the glass and pour the stout in slowly down the inside of it to make as little foam as possible. Then, slowly pour Prosecco down over the back of a spoon and into the glass, layering the two alcohols.","[(u'2', u'chocolate stout', 'oz'), (u'2', u'prosecco', 'oz'), (None, u'Ground chocolate', None)]"
,,Chocolate Pinky Valentini,"chocolate syrup,dark chocolate,Godiva,raspberry syrup,strawberry,Valentine's Day Cocktails,Vodka","Combine in cocktail shaker filled with ice and shake thoroughly. Pour into martini glasses, coated with dark chocolate syrup. Garnish with dark chocolate shavings and a strawberry dipped in dark chocolate syrup. Serves 2.","[(u'2', u'Pinky vodka', 'parts'), (u'1 \xbd', u'Godiva white chocolate liqueur', 'parts'), (u'1', u'raspberry syrup', 'part'), (None, u'Dark chocolate syrup, dark chocolate shavings, and strawberry for garnish', None)]"
,,Chocolatini,"chocolate,Chocolate Liqueur,chocolate martini,cocoa,cocoa powder,Godiva Chocolate Liqueur,Haloween,Valentine's Day Cocktails,Vodka","Wet rim of a martini glass and dip in cocoa. Combine vodka and Godiva liqueur in a cocktail shaker with ice. Shake well to chill liqueurs. Strain into the martini glass. If you’ve got an extra Hershey’s Kiss lying around, use it as a garnish!","[(u'2', u'vodka', 'oz'), (u'1', u'Godiva chocolate liqueur', 'oz'), (None, u'Cocoa powder', None)]"
,,Chocolate Raspberry Martini,"Godiva,Stoli,Valentine's Day Cocktails,Vodka",Combine vodka and liqueur in a shaker with ice. Shaken and strain into a cocktail glass. Top with a splash of soda. Garnish with a fresh raspberry.,"[(u'1 \xbd', u'Stoli raspberry vodka', 'oz'), (u'\xbd', u'Godiva chocolate liqueur', 'oz'), (None, u'Splash soda', None)]"
,,Chocolate Peppermint Cookie,"Christmas cocktails,holiday cocktails,Holidays & Themes,Liqueurs,Partida,Peppermint Schnapps,Tequila",,
,,Chocolate Mint,"chocolate,Creme de Menthe,hot cocktails,Hot Drinks,peppermint,Peppermint Schnapps,Schnapps,warm drinks,winter drinks",Combine in a footed mug.,"[(u'1', u'peppermint schnapps or creme de menthe', 'oz'), (None, u'Hot chocolate', None)]"
,,Chocolate Milk Martini,"chocolate,chocolate milk,Cholive,dairy,dessert drinks,eGullet,martini,milk,Mixology Monday,recipe,sweet cocktails,Vodka","In a mixing glass, prepare the chocolate milk by adding the half & half to the chocolate syrup. Next, add your ice and a dash of bitters. Give the whole thing a stir. Next, add in the vodka. Grab the metal part of your Boston shaker and secure it on the mixing glass. Shake well to get a nice froth and strain into a chilled cocktail glass. Garnish with… what else? A chocolate olive like the ones from Cholive.","[(u'1 \xbd', u'vodka', 'oz'), (u'1 \xbd', u'chocolate milk (I made mine using half & half and chocolate syrup)', 'oz'), (None, u'Dash orange bitters', None)]"
,,Chocolate Covered Pomegranate,"Chocolate Liqueur,creme,ice cream,pomegranate drink,Pomegranate liqueur",,
,,Chipotle Sangrita,"black pepper,celery salt,chipotle,chipotle mix,Cinco de Mayo cocktails,lime juice,salt,steak sauce,Tequila,tomato juice,Worcestershire sauce",,
,,Chipotle Michelada,"beer,Bohemia Beer,chipotle,Cinco de Mayo cocktails,Hot sauce,lime wedge,rimming salt","1.       Use a piece of the lime wedge to wet the rim of a tall glass with lime. Dip the rim of the glass into the chipotle rimming salt.,
2.       Squeeze the juice from the remaining lime pieces into the glass and then add the lime pieces. Stir in the chipotle hot sauce or pureed chipotles in adobo. Fill the glass with ice.,
3.       Pour in the Bohemia beer. Mix gently.  Garnish glass rim with a cucumber slice. Serve.","[(u'6', u'chilled Bohemia beer', 'ounces'), (None, u'2 fresh lime wedges, cut in half\n', None), (None, u'Chipotle rimming salt, see recipe below\n', None), (u'1 tablespoon Frontera Chipotle Hot Sauce or 1', u'pureed canned chipotles en adobo', 'teaspoon'), (None, u'Ice\n', None), (None, u'Garnish: 1 slice cucumber', None)]"
,,Cherry Sling Margarita,"Agavero Licor de Tequila,cherry,Cherry Sling,Cinco de Mayo cocktails,Holidays & Themes,lime,liqueur,margarita,margaritas,Mixology Monday,National Margarita Day,sparkling,Summer Coolers,Tequila",Add all ingredients in to a Collins glass filled with ice. Stir and garnish with an orange wedge.,"[(u'1 \xbd', u'Agavero licor de tequila', 'oz'), (u'\xbe oz Cherry Blossom Sling margarita mix (substitute equal', u'of cherry & lime juice)', 'parts'), (u'4', u'sparkling water', 'oz')]"
,,Chicago Cocktail,"angostura,Angostura bitters,Brandy,Champagne,July 4th Drinks,Triple Sec","Use a cocktail glass with a sugar rim (make by rubbing a lemon around the rim and then dipping in powdered sugar). Then combine ingredients except the champagne in a shaker with ice. Shake well and strain into the glass. Finally, add the champagne.","[(u'2', u'brandy', 'oz'), (u'1', u'champagne', 'oz'), (None, u'Dash of angostura bitters\n', None), (None, u'Dash triple sec', None)]"
,,Chi Chi,"banana,cream of coconut,creme de coconut,pineapple juice,Summer Coolers,Vodka",Combine all ingredients in an electric blender with the ice. Blend 20–30 seconds. Pour blended mixture into a collins glass. Garnish with a pineapple wedge and paper umbrella (of course!).,"[(u'1 \xbd', u'vodka', 'oz'), (u'2', u'pineapple juice', 'oz'), (u'1', u'cream of coconut', 'oz'), (None, u'\xbd banana\n', None), (u'\xbd', u'crushed ice', 'cup')]"
,,Cherry Slice,"club soda,GREY GOOSE Cherry Noir Flavored Vodka,grey goose vodka,Labor Day Drinks,lemon juice,simple syrup,US Open","Add GREY GOOSE Cherry Noir Flavored Vodka, fresh-squeezed lemon juice and simple syrup to a tall glass filled with ice, and top with club soda. Stir gently, and present with a cherry.","[(u'2', u'GREY GOOSE Cherry Noir Flavored Vodka', 'parts'), (u'\xbe', u'fresh-squeezed lemon juice', 'part'), (u'\xbe', u'simple syrup', 'part'), (None, u'Club soda', None)]"
,,Chez Goose,"Cognac,GREY GOOSE Cherry Noir Flavored Vodka,puree de mandarine,red grape juice","Build in a highball glass filled with crushed ice and swizzle.,
Garnish with a red grape and orange peel.","[(u'1\xbd', u'GREY GOOSE L\u2019Orange', 'parts'), (u'\xbd', u'BARON OTARD\xae XO cognac', 'part'), (u'2', u'organic, freshly pressed red grape juice', 'parts'), (u'1', u'pur\xe9e de mandarine', 'part')]"
,,Cherry Picker,"cherries,Cherry Herring,Frangelico,pineapple juice,Summer Cocktails","Combine the Frangelico and pineapple juice with ice and shake well.,
Float Cherry Heering on top and garnish with 2 cherries. ","[(u'1.5', u'Frangelico Hazelnut Liqueur', 'oz'), (u'2', u'pineapple juice', 'oz'), (None, u'Float cherry heering\n', None), (None, u'2 cherries', None)]"
,,Cherry Patriot,"cherry vodka,Cointreau,July 4th Drinks,lemon juice,Rye Whiskey,Skyy Infusions Cherry,soda,Summer Coolers,sweet vermouth,Vodka",Mix ingredients in mixing pint over ice. Shake vigorously and strain into chilled cocktail glass and garnish with lemon zest and cherry.,"[(u'1 \xbd', u'Skyy Infusions cherry vodka', 'oz'), (u'1', u'freshly-squeezed lemon juice', 'oz.'), (u'\xbd', u'Cointreau', 'oz'), (u'\xbd', u'sweet vermouth', 'oz'), (u'\xbe', u'rye whiskey', 'oz'), (u'2', u'soda', 'oz')]"
,,Cherry Delight,"chocolate,christmas,cinnamon,cream,Holiday Drinks,Holidays,simple syrup,Skyy Infusions Cherry","Combine SKYY Infusions Cherry, cream and simple syrup into cocktail shaker with ice. Shake vigorously until frothy (around 10-15 seconds). Strain into chilled cocktail glass and finish by grating cinnamon and dark chocolate onto the surface. ,*Earl Grey simple syrup,Ingredients:,
1 cup raw cane sugar,
1 cup water,
3 Earl Grey tea bags,Instructions:,
Heat water and sugar in saucepan until sugar has completely dissolved. Remove from heat and allow tea bags steep for at least 10 minutes or until desired strength has been reached.","[(u'2', u'Skyy Infusions cherry vodka', 'oz'), (u'\xbe', u'cream', 'oz'), (u'\xbe', u'Earl Grey simple syrup*', 'oz'), (None, u'Grated cinnamon\n', None), (None, u'Grated dark chocolate', None)]"
,,Cherry Noir Fizz,"Balsamic vinegar,club soda,GREY GOOSE Cherry Noir Flavored Vodka,grey goose vodka,simple syrup,The Perfect Puree Cherry,Vodka","In a mixing glass, add Cherry Puree, Grey Goose Cherry Noir, Crème de Yvette, balsamic vinegar, simple syrup and ice. Shake and serve in a tall glass, over the rocks and top with club soda. Garnish with a cherry.","[(u'1 \xbd', u'Grey Goose Cherry Noir', 'oz.'), (u'\xbe', u'Cr\xe8me de Yvette', 'oz.'), (u'1', u'The Perfect Pur\xe9e Cherry', 'oz.'), (u'1/8', u'balsamic vinegar', 'oz.'), (u'\xbc', u'simple syrup', 'oz.'), (None, u'club soda to top', None)]"
,,Cherry Cinnamon Punch,"Basil Hayden's Bourbon,cherry puree,cinnamon syrup,Holiday Drinks,holiday punch,key lime,punch,simple syrup,summer drinks",Add all ingredients into a glass filled with ice. Shake contents vigorously in a Boston Shaker. Strain old fashioned glass over rocks.,"[(u'1', u'Basil Hayden Bourbon', 'oz.'), (u'1/2', u'simple syrup', 'oz.'), (u'1/2', u'cinnamon simple syrup', 'oz.'), (u'1 1/2', u'Perfect Puree Cherry puree, thawed', 'oz.'), (u'1/8', u'Perfect Puree Key Lime concentrate, thawed', 'oz.')]"
,,Cherry Chainsaw Massacre,"Halloween,Holidays & Themes,tonic water,UV Vodka,Vodka",,
,,Charro Negro,"Anejo,Cinco de Mayo cocktails,Coca-Cola,coke,Cola,Day of the Dead,Halloween,Herradura Anejo,Holidays,Tequila,THIS WEEK'S DRINK","In a tall glass with ice, mix the Herradura Añejo and cola. Squeeze with lime.","[(u'2', u'Tequila Herradura A\xf1ejo', 'ounces'), (u'4', u'cola', 'ounces'), (None, u'Squeeze of lime juice\n', None)]"
,,Chelsea Sidecar (Gin Sidecar),"Gin,lemon juice,lime juice,Triple Sec","Combine all the ingredients in a shaker filled with a cup of ice, shake well and strain into a cocktail glass.","[(u'2', u'gin', 'oz'), (u'\xbd', u'triple sec', 'oz'), (u'\xbd', u'lemon or lime juice', 'oz')]"
,,Charlotte,"Amaretto,Frangelico,Godiva,SKYY,Vodka",Shake with ice and strain into a chilled martini glass. Garnish with shaved chocolate.,"[(u'2', u'Skyy vodka', 'oz'), (u'\xbe', u'Frangelico hazelnut liqueur', 'oz'), (u'\xbe', u'amaretto almond liqueur', 'oz'), (u'\xbe', u'Godiva dark chocolate Liqueur', 'oz'), (u'1', u'half and half', 'oz')]"
,,Champino,"Campari,Champagne,christmas,Holiday Drinks,Holidays,Lemon twist,sparkling wine,sweet vermouth",Pour Campari and sweet vermouth over ice into a shaker. Shake and strain into a coupe glass. Add a splash of Champagne. Garnish with lemon twist.,"[(u'1', u'Campari', 'oz'), (u'1', u'sweet vermouth', 'oz'), (None, u'Splash of Champagne or sparkling wine', None)]"
,,Champagne Christmas Punch,"Champagne,christmas,ginger ale,Holiday Drinks,holiday punch,Holidays,lemonade,orange juice,punch,sparkling wine,strawberry,THIS WEEK'S DRINK","Combine the champagne, ginger ale, lemonade and orange juice in a larger punch bowl (at least 6 quarts). Make sure all they are all well chilled. You can adjust strength by either adding champagne to strengthen or orange juice to cut it a bit. And the sliced strawberries to the punch and cut a slit in the whole one and place them around the edge of the bowl.,The punch is completed with an ice ring of lemonade and slice strawberries. To make the ice ring, use a gelatin mold that will fit inside the punch bowl. Fill the mold with lemonade and strawberries and freeze for at least 1 ½ hours. Gently tap the ice ring out of the mold on a flat surface and float in the punch once you are ready to serve. Serves 12–15.","[(None, u'2 750 ml bottles of chilled brut champagne or sparkling wine\n', None), (None, u'2 liters ginger ale\n', None), (u'16', u'lemonade', 'oz'), (u'16', u'orange juice', 'oz'), (None, u'15 sliced strawberries\n', None), (None, u'15 whole strawberries', None)]"
,,Champagne Martini,"Champagne,New Year's Eve Cocktails,Vodka",Pour vodka in to a chilled champagne flute. Fill with champagne. Garnish buy dropping in a few fresh raspberries.,"[(u'1 \xbd', u'vodka', 'oz'), (None, u'Champagne', None)]"
,,Champagne Cocktail,"angostura,Angostura bitters,Champagne,Cognac,Lemon twist,maraschino cherry,New Year's Eve Cocktails,THIS WEEK'S DRINK","Drop a sugar cube in to a champagne flute. Soak the sugar with the bitters. Pour in the cognac and fill with the glass with champagne. Drop in a cherry, and add the lemon twist on the rim.,* Photo courtesy of culturemob.com","[(u'3', u'chilled champagne', 'oz'), (u'\xbd', u'cognac (optional)', 'oz'), (u'2', u'angostura bitters', 'dashes'), (None, u'1 sugar cube\n', None), (None, u'Maraschino cherry, garnish\n', None), (None, u'Lemon twist, garnish', None)]"
,,Chambord Pomegranate Sparkler,"Chambord,Champagne,champagne flute,christmas,holiday cocktails,July 4th Drinks,lemon,New Year's Eve Cocktails,Pomegranate juice,raspberry liqueur,Vodka",Shake all ingredients but champagne with ice and strain into flute glass. Top with champagne. Garnish with a lemon twist.,"[(u'1 \xbd', u'champagne', 'oz'), (u'\xbe', u'Chambord black raspberry liqueur', 'oz'), (u'\xbd', u'vodka', 'oz'), (u'1', u'pomegranate juice', 'oz')]"
,,Chambord Margarita,"Chambord,Cinco de Mayo cocktails,margarita,margaritas,National Margarita Day,Summer Coolers,Tequila",Combine all ingredients in an electric blender with 1 cup if ice. Blend for 30 seconds. Serve in a margarita glass. Garnish with a lime.,"[(u'1', u'gold tequila', 'oz'), (u'\xbd', u'triple sec', 'oz'), (u'\xbd', u'Chambord', 'oz'), (u'3', u'margarita mix', 'oz')]"
,,Cerveza Nicola,"beer,Campari,Skyy vodka,Summer Coolers,summer drinks,Vodka",Pour Campari and vodka over ice into a draft-style glass and fill to the rim with Peroni. Garnish with an orange slice.,"[(u'\xbd', u'Campari', 'oz'), (u'\xbd', u'Skyy vodka', 'oz'), (None, u'Top Peroni beer', None)]"
,,Celtic Mix Cocktail,"bitters,Irish whisky,lemon,scotch,St. Patrick's Day Drinks,Whiskey","Combine all the ingredients in a shaker filled with ice, stir well and pour into a martini glass.","[(u'1 \xbd', u'scotch', 'oz'), (u'1', u'Irish whisky', 'oz'), (u'\xbd', u'lemon juice', 'oz'), (None, u'Dash of bitters', None)]"
,,CC Old Fashioned,"Canadian Club,Canadian whisky,Father's Day Drinks,Mad Men Drinks,Old Fashioned,THIS WEEK'S DRINK,Whiskey,whisky","In a short wide-mouthed tumbler, place a lump of sugar, to which add as much angostura bitters as the lump will absorb. Then dissolve the lump of sugar in a little water. Add a few ice cubes, stir until the sugar is dissolved. Nearly fill the tumbler with small ice cubes. Add a wine-glass full of Canadian Club 12-year reserve whisky. Stir to chill. Twist a lemon peel over the drink and drop it in.","[(None, u'Canadian Club 12-year-reserve whisky\n', None), (None, u'Angostura bitters\n', None), (None, u'Lump of sugar\n', None), (None, u'Water', None)]"
,,Cascabeles Cóctel (Sleighbell Cocktail),"apple pucker,apple sauce,christmas,egg white,egg whites,Holiday Drinks,lemon juice,Tequila",Shake all ingredients vigorously with ice and strain into a chilled cocktail glass. Garnish with a dash of ground cinnamon. Serves one.,"[(u'\xbe', u'Hornitos Plata tequila', 'parts'), (u'\xbe', u'DeKuyper Sour Apple Pucker schnapps', 'parts'), (u'2', u'fresh lemon juice', 'parts'), (None, u'2 heaping bar spoons of cinnamon flavored apple sauce\n', None), (u'\xbd', u'egg white (optional)', 'parts')]"
,,Carrie (aka the “New Cosmo”),"lime juice,mango nectar,simple syrup,SKYY,Triple Sec,Vodka",Shake with ice and strain into a chilled martini glass. Garnish with slice of dried Mango.,"[(u'2', u'Skyy vodka', 'oz'), (u'1', u'triple sec', 'oz'), (u'2', u'mango nectar', 'oz'), (u'\xbd', u'freshly-squeezed lime juice', 'oz'), (u'\xbd', u'simple syrup', 'oz')]"
,,Carrie Cosmo,"Cocktail glass,cosmopolitan,cranberry vodka,Elderflower Liqueur,prairie organic vodka,Sex and the City 2,Sex and the City cocktails,St. Germain,vodlka",Combine in shaker with ice. Strain into a chilled cocktail glass.,"[(u'2', u'Prairie organic vodka', 'parts'), (u'\xbd', u'St. Germain elderflower liqueur', 'part'), (u'\xbd', u'fresh lime juice', 'part'), (u'3\u20134', u'organic cranberry juice', 'parts')]"
,,Carnival Caipirinha,"Add new tag,berry caipirinha,blackberry,Brazil,Caipirinha,Carnival,Events,Holidays,Leblon Cachaca,lime,recipe",,
,,Carnival 76,"absolut citron,Chambord,Champagne,champagne cocktails,Mardi Gras Cocktails,Pomegranate liqueur,raspberry,straw","Muddle the fresh raspberries and strawberries with Â¼ oz Chambord in a mixing glass. Add the Absolut Citron, Pamma Pomegranate Liqueur and ice. Shake and strain into a Champagne Flute. Top with Mumms Cordon Rouge Champagne.,Created by Chris Hannah @ Arnaudâs French 75 Bar, 813 Bienville Street, New Orleans, LA,
Courtesy Absolut Vodka","[(u'\xbd', u'Absolut Citron', 'oz'), (u'\xbd', u'Pama Pomegranate Liqueur', 'oz'), (u'\xbc', u'Chambord', 'oz'), (None, u'Fresh Muddled Raspberries and Strawberries\n', None), (None, u""Mumm's Cordon Rouge champagne"", None)]"
,,Carmelized Pineapple Margarita,"Anejo tequila,carmelized pineapple syrup,Cinco de Mayo cocktails,lime juice,margarita,National Margarita Day,Summer Cocktails,Tequila",Combine all ingredients into a glass filled with ice. Shake vigorously in a Boston Shaker and strain into an ice filled rocks glass.  Garnish with an oversized lime wedge. Serve. ,"[(u'2', u'Perfect Puree Carmelized Pineapple Concentrate, thawed', 'oz.'), (u'1 1/2', u'100%  Agave Anejo Tequila', 'oz.'), (None, u'Juice of 1 lime\n', None)]"
,,Caribbean Champagne,"Champagne,Creme de Banana,creme de banane,orange bitters,sparkling wine,white rum","Add the rum, crème de banane, and bitters together in a chilled champagne glass. Fill with with the champagne.","[(u'4', u'dry champagne (chilled)', 'oz'), (u'\xbd', u'white rum', 'tsp'), (u'\xbd', u'cr\xe8me de banane', 'tsp'), (None, u'Dash orange bitters', None)]"
,,Cardamom and Pop Punch,"Cardamom,club soda,Flor de Cana,grapefruit juice,lime juice,mixologists,Phil Ward,punch,Regan's Orange bitters,Rum,rum punch,sugar cube",,
,,Cape Cod,"cranberry juice,July 4th Drinks,lime,Vodka","In a highball or bucket glass with ice, add vodka. Fill with cranberry juice. Squeeze lime and drop in the glass.","[(u'1 \xbd', u'vodka', 'oz'), (None, u'Cranberry juice\n', None), (None, u'Lime wedge', None)]"
,,Caramel Apple Pie-tini,"applesauce,Bailey's Caramel,caramel apple,caramel syrup,christmas,fall cocktails,fall drinks,green apple,green apple vodka,Halloween,holiday cocktails,Vodka","Pour the applesauce into bottom of glass and float dash of caramel. Shake all other ingredients with ice in a cocktail shaker, strain and float on top of the applesauce and caramel. ,Garnish with a slice of caramel apple.","[(u'1 \xbe', u'Baileys with a Hint of Caramel', 'oz'), (u'1/3', u'Smirnoff Twist green apple vodka', 'oz'), (u'1/3', u'applesauce', 'oz'), (None, u'Dash of caramel syrup', None)]"
,,Caramel Apple Pie,"apple cider,Butterscotch Schnapps,Halloween,July 4th Drinks,lemon juice,Tequila",Shake vigorously with ice and strain into martini glass. Garnish with apple slice.,"[(u'1', u'Tequila Tez\xf3n', 'oz'), (u'\xbd', u'Hiram Walker butterscotch schnapps', 'oz'), (u'1', u'apple cider', 'oz'), (u'1', u'fresh lemon juice', 'tsp')]"
,,Candyland,"basil syrup,cream,Godiva Chocolate Liqueur,Peppermint Schnapps,white creme de cocoa",Build over ice in Collins glass. Top with strawberry puree and sprinkles.,"[(None, u'1oz Godiva White Chocolate\n', None), (None, u'1oz Cr\xe8me De Cocoa Light\n', None), (None, u'1oz Peppermint Schnapps\n', None), (None, u'1oz Cream\n', None), (None, u'1/2oz Basil Simple Syrup\n', None)]"
,,Candy Corn Martini,"candy cocktails,coconit vodka,cream,grenadine,Halloween,Halloween Drinks,orange juice,voli orange vodka",Mix Voli Orange Vodka and Orange Juice together and strain into a martini glass. Mix the Coconut Vodka and Cream. Mix and layer both concoctions into the martini glass. Sink the Grenadine into the glass. Optional garnish is candy corn…or just eat it while you sip!,"[(u'1', u'Grenadine', 'oz.'), (u'1', u'Orange Juice', 'oz.'), (u'1', u'Voli Orange Vodka', 'oz.'), (u'2', u'Coconut Vodka', 'oz.'), (None, u'Splash of Cream\n', None), (None, u'Candy Corn', None)]"
,,Candy Corn,"Bombay Sapphire,Cachaca,candy cocktails,candy corn,DIY,festive drinks,Gin,grenadine syrup,Halloween,Halloween cocktails,infused gin,Kettle corn,moscato,THIS WEEK'S DRINK,wine","Add all ingredients to a cocktail shaker with ice and shake very well. Strain into a chilled cocktail glass. Garnish with 3 candy corn candies.,*To make kettle corn-infused Bombay Sapphire gin: for every 750ml bottle of Bombay Sapphire, add in 1 cup kettle corn and allow to infused in an airtight container for approx. 24 hrs. Fine strain kettle corn and re-bottle. Store in fridge.,**To make grenadine syrup: for every 1 cup of POM wonderful pomegranate juice, dissolve 1 cup granulated sugar over stove top. Once dissolved, add in the skins of 1 orange and 1 lemon and simmer for 10 mins. Remove skins and chill syrup.","[(u'1 \xbd', u'kettle corn-infused Bombay Sapphire gin*', 'oz'), (u'1/2', u'moscato wine (sweet dessert wine)', 'oz'), (u'3/4', u'home-made citrus peel grenadine syrup**', 'oz')]"
,,Candy Corn Cocktail #2,"Amaretto,club soda,Halloween,Holidays & Themes,orange juice,UV Vodka,Vodka",,
